Item ID,Title,Feedback
3.63764E+11,Unlocked Samsung Galaxy Folder G1600 Dual SIM LTE Flip SmartPhone- New Sealed,"Shipping: arrived within projected date and securely Phone: just like the photo mine has been covered in stickers since my purchase but I have the gold model. Network: T-Mobile Phone is awesome it’s a great purchase and I highly recommend this phone to anyone who’s interested in a throwback without the sacrifice of your normal app use.,The Samsung Galaxy Folder G1600 I purchased works well and could pass as a new device with its pristine appearance. The connection to Telus network is stable in Canada. I'd buy from this seller again.,Perfect condition and fast delivery! Love this phone. Thank you!,Phone works good,A very accommodating seller, with a surprisingly fast delivery!,Pretty powerful for a flip phone, nice to test with,Good value, fast shipping, Thank you.,All good, tnx! Very fast international shipping, nice to have a business!,Fast shipping, great packaging, and great condition.,Nice"
2.85794E+11,Kyocera DuraXV E4610 LTE 4G Camera Model Verizon GSM UNLOCKED Phone New Other 88,"works great! and came really fast in great condition!,I didn’t get it for myself so I can’t tell you if it’s a nice phone to use. My brother seems to be happy with it though. And shipping time was quick.,Great Celler,Great Product,Love it and was perfect god bless you,great communication, item as expected,Love it,Great trusted seller ￼￼ ￼,Great dealer pleasure to deal with,Great"
2.66812E+11,Google Pixel 6 | 6a | 6 Pro - 128 GB (Unlocked) Smartphone - All Colors,"Phone was perfect and easy to activate with SIM card I love it , oh and THANK YOU VERY MUCH for the screen protector you put on for free, it literally saved my phone , I recommend getting a phone case with these phones since they are very sleek. Your guys are amazing I will be referring to everyone I know.,Excellent quality! Arrived in a reasonable amount of time, and works like a charm! Would buy again!,Item as described. Seller also added a screen protector for free! Pretty awesome. Condition looks good too for something that's secondhand. Awesome seller, A++++++++++,Very pleased with this seller! Pixel 6 arrived within 2 days and in better condition than listed - looks new. Device was also packaged well and came with everything listed. Thank you!,As described, working great as an Android test unit for us.,Great condition! Product as advertised,Excellent product and fast ship.,As described, they shipped quickly.,Arrived safely and early, great service, 5 star's+++++ plus. A great buy would buy from again. Just excellent at its best from the seller. Give them a try.,My question to the Seller was expertly answered. The ground transport was within expectations."
2.75927E+11,"Samsung Galaxy A54 5G 128GB SM-A546 50 MP (SIM+eSIM) T-Mobile, AT&, Unlocked","I am disappointed because the screen has a few deep scratches, with that being said with a screen protector on it they're pretty much unnoticeable. The battery was completely drained so I had to wait about an hour and a half to set it up. Item description said no blemishes. Other than that I am pleased with the phone. It arrived in a timely manner.,I was happy when I checked the phone and it was legit. I have been ripped off twice and I am happy you were not the third. Thank you for the phone it came in 1 piece, I wish it had a charger but I had a spare. Looks and works brand new.,The phone looks like brand new without any scratch despite is open box item. It equally arrived on time. I have not using the phone due to my inability to transfer all my information from the faulty phone to this phone. I hope by weekend will be able to put the phone into use. I will reach out once I start using the phone but all the same the phone look excellent from the appearance.,Good phone, as described, works very well, battery is in good shape. Happy.,This phone is great!the size of the phone is perfect. For a new model phone, the price can't be beat. It works perfectly on AT&T. It didn't come with any accessories or an original box but that's OK. There was very minor cosmetic blemishes along one side but nothing to complain about. Everything I've tried to use works and it has updated to OS 14. So overall, very pleased! 5 stars.,Great product. works perfectly. Looks brand new. Will buy from again.,This is a gift so the phone won't be setup and checked out with an account for a couple weeks but, so all is as advertised. Arrived on time, the exterior is in Mint condition and the battery charged to 100% with no issue. Will update on phone performance after the account setup.,The phone is in relatively good shape. An inch long scratch in glass prevents me from describing it's condition as excellent.,Phone arrived just in time, no scratches on the phone, it's good enough for basic task, the screen it's good for movies, and battery life manages to be efficient during the day. Would recommend if you want a phone for your every day life.,The phone was great it just didn't bring power cord nice phone nice size"
2.76419E+11,Samsung Galaxy S22 | S22+ Plus 5G - 128GB 256GB - Unlocked Verizon T-Mobile AT&T,"Great phone and price! I received it quickly and perfect condition. All of my information transferred correctly. I will definitely buy from this seller again.,The cell phone arrived in perfect condition and works great.,Phone is working well and came as described. The seller was thoughtful in adding a screen protector to it, however the screen protector they added completely prevented the touch screen from working. I removed it and added my own, which then allowed it to work fine.,Phone works great and is in really good condition. Shipped quickly too!,Phone is perfect! Fast shipping! Would definitely buy from this seller again, thank you! AAA+++,Item delivered on time and in good condition.,Good deal works A/OK,Fast and accurate, like new.,thats got here quick, good seller,Had to cancel used wrong address"
2.76357E+11,Apple iPhone X XR XS XS Max 64GB 128GB 256GB - Unlocked Verizon AT&T T-Mobile,"This phone is absolute perfection. At first I worried about the battery not being original but, the battery works amazing on this phone and they do an incredible job at refurbishing them, may I dare say it works better ? It is mint condition and I am so happy with it. It shipped really fast too. It feels nice to buy from trustworthy people, I highly recommend them, and this phone!,While the seller was really helpful in trying to get this purchase fixed for me, the fact is this phone came in beautiful condition but the far right side of the phone including the P, ￼ zero, quotations, photo cropping, and sometimes the backspace keys do not function due to some touch malfunction. Therefore it is unusable. I spent more money and ordered a replacement so I could get all of my info and settings moved over and that replacement just came and will not charge. Bad luck?,I expected this to have a bit of wear and tear but the phone itself, cosmetically, is perfect. I couldn't see a single scratch or dent. I will say the battery needs service but it still has 78% left and it is expected from a phone this old so i'm good with that. Granted I only had the phone for maybe an hour or so but I haven't noticed anything wrong with it, though the phone does get hot when charging it. Overall not bad at all! Also, appreciate the screen protector! Thank you!,Nice phone ! Arrived in nice secure packaging with a new screen protector ! The battery max capacity was 100% which is awesome and surprising for a used phone ! Quick shipping and a good price ! Thank you ! A+++,So far it’s working great, very good condition, super easy set-up. Thanks for the great communication and quick shipping!,Phone came quickly and is great condition! Works great!,Phone looks new and works like a new one. Thanks!,Excellent seller I received the phone and it is in excellent condition like new I would definitely purchase again from.,Great! Got this as a replacement phone for my finance. It's been running perfect.,Great condition with ore installed screen protector"
2.75383E+11,Samsung Galaxy A15 5G 128GB Blue Black SM-A156 Unlocked T-Mobile AT&T Verizon,"I like this phone. I had to figure out which sim card to use, but its all squared away now.,Great seller, quick ship! Samsung A15 G5 phone works fine.,The item arrived in perfect condition, and thankfully it was packed well. USPS had its way with the shipping box. It was so bad that I took pictures as I opened it. No fault of the seller. USPS had some delays with the shipping, and the item arrived a week later than I expected.,Live this style but can only find them online they have been discontinued. Arrived earlier than expected.,Works as advertised.,Excellent product happy to have this .,Nice phone.,Fast shipping good price phone in good condition,Phone looks great, works great, it is in fact unlocked and it was delivered on time.,Communication with seller was great. Item was in impecable condition, almost new. Ended returning the phone because although it worked amazingly fast, it was bigger than what I wanted. Return was seem less and very easy with this seller"
2.26187E+11,🔥 Samsung Galaxy S24 5G 🔥 128GB Unlocked / T-mobile Flawless Open Box,"The Samsung Galaxy S24 was delivered quickly and in perfect condition. No scratches or makes of any types. Ive had it for almost 2 weeks and it works perfectly!,Great, light, capable and good looking phone! Works good and fits the hand well,New phone. However it looks like used No cable No box No cover Everything looks good,Very happy with this purchase. Samsung Galaxy S24 arrived quickly and in great condition. Looks new with no issues at all. Thank you.,S24 was indeed flawless. Zero sign of use, super fast shipping,Phone received as advertised, looks as good as new. However, packaging was a little lacking in terms of protection.,I've been using the phone for a few months now and it is by far the best phone I have ever owned at a price I did not see possible given how recent it is. It has come in handy especially now going into college. 10/10 would recommend.,Exactly as described and the phones worked excellently. Fast shipping.,it's a nice phone. still trying to figure it out.,Good prince and the phone works. Who can ask for more? Also, seller shipped super fast... actually got it next day despite the listing saying it would take a week. Under-promise Over-deliver."
2.7642E+11,Samsung Galaxy S21 S21+ S21 Ultra 5G - 128GB - Unlocked Verizon T-Mobile AT&T,"Great people to deal with. The phone arrived fast and upon taking screen protector off, I found a page scratch on screen. Easy and hassle free return and refund.,shipping took alot longer than expected. multiple LARGE gashes in all 4 corners of the phone.,The quality of the product is top. Thank you :)Have a nice day .,Looks perfect. Seems to work well so far,Love the phone and I'm thankful for the free screen protector. Bought twice from this company. Thanks A+,Excelent conditon and speedy delivery. Thanks,Super Fast Delivery. Works great,Worked fine,It works great,Fast shipping. No problems. Thanks"
1.86618E+11,"Motorola Moto G 5G (2024), 128GB Fully Unlocked Sage Green | XT2417-1. Excellent","The device is branded with another carrier after several attempts device appears to be unlocked if you do not follow the instructions and activate with Xfinity mobile this was a terrible out of box experience luckily I am extremely advanced and I think I can work with this otherwise I wouldn't recommend it for a novice user the seller eBay could have simply included instructions would have made this so much easier and pleasant after resetting exact same experience again,Bought this for my dad . So far he's very happy. Great battery life, perfect screen size, immaculate condition.. communication with seller was easy. Seller was very accommodating when I made the mistake of ordering a second phone of the same kind and when I asked him to please correct my mistake and he refunderd my money without hesitation. So that being said, I will definitely biy from this seller again. Thank You.,Minor scratch at sim card tray, otherwise everything worked OK.,Item was exactly as expected. Like New, Unlocked, with Charger and Headphones.,My phone arrived fast and looks and performa awesome, thank you amazing wireless for a great product,Moto g 5g is in perfect shape. Transferred service and everything from old phone just fine. Great buy. Thank you. Recommend seller.,It's a great phone. I'm very happy. Just Read the directions on the box and you are all set,Great quality items for sale at amazing prices also great customer service and quick shipping, I highly recommend buying from here!,Great item thanks works great,As advertised. Unlocked works on T Mobile."
2.5502E+11,Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Excellent,"Arrived on time, as described. Works fine, Clean no blemishes that I can see. 3 minor complaints, none directly to do with the phone: 1- charging cord is not native to the phone, so it warns about slow charging. 2- screen protector has a few bubbles and the added protective case doesn't play well with it, so the bottom edge is not adhered. 3 - when the delivery notice came to my emai, it did not send a picture of where the package was left. I had to scour ebay to figure that one out.,Excelente dispositivo, muy bien empacado y en perfecto estado. La batería es buena y la entrega extremadamente rápida. Estoy muy satisfecho con la compra, vale mucho la pena lo recomiendo 100%. Lo pedí para traer a El Salvador con Quickbox US y funciona perfectamente con todas las compañías telefónicas.,Came as expected. No damage to the frame however there is a micro scratch on the screen but it isn't a big deal. Battery was at 99% health and easily lasts all day still. Shipping was fast and came packed nice and protective. I would absolutely recommend them to anyone because they were fast, easy, fair priced, came as described, and nothing was wrong with the phone.,I honestly don't think the battery was in a good state. Just remember these ARE refurbs and unless it's explicitly stated that the battery was replaced, they are several years old and have gone through many charge cycles. The phone's cosmetic condition was as stated and the seller was really good about communicating and also about sending me the return label so I would recommend them if a refurbished phone is what you are looking for.,Almost perfect condition besides a very tiny dent on the left side, but can't be noticed. I think there is something up with the screen. I found that the screen is very prone to fingerprints and can get annoying. I think its possible the front was replaced with cheaper glass possibly. Not an issue, a screen protector will fix that.,I haven't turned it on yet but I was pleased that it came with a film style screen protector. It was shipped fast and it looks great so far. I'll update when I connect it. I'm waiting for my new phone case first. I chose these guys because of the numerous high ratings and I can see why they're rated highly. Thanks for a great phone at a fair price!,Phone was delivered quicker than expected and phone seems to be in good condition so far. A charger came with the phone. Phone looks fairly new too.,Shipped fast. Ordered ""Excellent"" quality phone and it was perfect condition. Battery health good, 2+ days of normal use. Been using phone for a week now loving it. I am a real buyer from Wisconsin. I would definitely do business with this seller again.,Phone is truly in excellent condition. Vibration motor feels a little harsh but that could just be me. Phone is fast and camera quality is on par with most new flag ships,perfect perfect condition. like new. delivery was on time. came with charger and screen protector. I'll definitely Reccomend purchasing from this seller. device is clean like a whistle."
2.04253E+11,NEW UNLOCKED SAMSUNG GALAXY S21 ULTRA 5G SM-G998U ALL COLORS AND MEMORY GSM+CDMA,"Recently purchased a brand new Samsung Galaxy S21 Ultra from your platform and am extremely impressed with the device. The phone's performance, camera quality, and overall design are top-notch. The shipping was fast and the packaging was secure, ensuring the device arrived in perfect condition. I appreciate the smooth transaction and would definitely recommend your platform to others. Thank you for providing such a great product and service.,I ordered a brand new Samsung Galaxy S21 Ultra 5G 998U phone from Diamond Wireless Deals. Even though it cost $4 more than from other sellers it was totally worth it because they offered and provided a much more speedy delivery compared to sellers in the USA and especially sellers in China. The phone is exactly what I ordered and works great!,Quick shipping. Product was new in box, but the box was not shrink-wrapped(so it was an open(ed) box). Very happy with the seller’s quick shipping and with what I received. This phone purchase was my attempt to get the “newest” Galaxy phone that allows an SD card. The received Galaxy S21 Ultra 5G does not allow an SD card, but I will keep it anyway.,The phone was new, but not unlocked. It shows up as a verizon phone. My carrier (tello) is working fine so I do not have a problem. I am also curious as to why a 'new' samsung phone has no warranty.,I just received my phone, I’m not satisfied because the phone doesn’t match up with the description. It’s not New phone as described, it has scratches and package not sealed. No adapter is included only charger.,So far I love the phone. It was, however, advertised wIth an S pen and there is S pen settings. Where is the S pen?,Item new in box. Perfect condition. Works great. Service works with the phone. Easy and smooth transaction. Thanks much! A++,Workes great and perfect condition and fast shipping,,Decent phone, just a little big to fit in pocket.,Great phone! Luv the crisp image display. Box was open however the phone is pristine. Very fast shipping. Phone in hand within 3days after paying . 👍"
2.56511E+11,Google Pixel 6 | 6a | 6 Pro - 128 GB (Unlocked) AT&T Metro T-Mobile Verizon,"I'm very pleased with the phone. I received the phone earlier then expected and it was in perfect condition, no marks, blemishes or scratches and the phone was unlocked so setting up it on my carrier no issue. I'm very please with the order and the seller is top notch AAA+++ Thanks!!,Fantastic product in excellent condition, worked right out of the box and I would rate the condition as excellent, not just very good as listed! Not a single scratch anywhere, battery charge holds very well, the phone lasts the entire day.,The phone arrived sooner than expected, it appears new on first glance with a screen protector installed. On closer look, I noticed some minor scratches on the back top plate, which are only apparent when the light is right. I'm placing the phone in a case so that won't even be seen at all. Phone works fine when I turned it on, battery life is good so far, I don't have any complaints or issues with this phone. This is my third Pixel phone and it works great!,Amazing upgrade, phone came in almost brand new condition they even added a screen protector which was installed when I opened the box. Would definitely purchase again,Excellent seller! Item was in flawless condition. The phone even came with a pre-installed screen protector which is awesome. I would definitely recommend.,Fast shipping. Pretty much as described. The preinstalled screen protector was full of bubbles which I could not get out so I had to remove it. The thought was nice though.,Item arrived safely packaged. Clean and works as is. Phone barely has any scratch or dings. AAA++++ seller!,Wow came pretty installed with a screen protector? Thank you so much. And it's exactly as described at a great price. I recommend this store.,Product came with a charging cable , and a screen protector. Reasonable price for a really amazing phone. My son loves it. Only bad thing was it didn’t come with the outlet cube but we have some around the house so no big deal.,The pixel 6 was in excellent shape and even had a screen protector pre-installed!! Would definitely buy from again!!"
1.45699E+11,iPhone 13 - 128GB - Network Locked - Pre-Owned Very Good Condition,"As describes. A few scratches around the edges but nothing major. No cracks anywhere. Though the charger it comes with sucks. But other than that great purchase,Great phone! Looks and functions like new! Fast shipping A++++,Everything seems to be functioning good. The phone looks brand new I was happy with the quality,Arrived quickly and in good condition. Works perfectly,Looks and functions like brand new. Packaged well. Very pleased,Fantastic phones! Better than very good condition. More like excellent!! So far I have absolutely nothing negative to say about it. I think I’m in love.,Working good quick shipping and good condition,Wonderful seller great product in great condition would use seller again,Great condition! No issues with the phone,Me encantó esta igual que en la el precio y la calidad está super y la opción de devolución me encantó"
2.55865E+11,Samsung Galaxy S22 128GB S901U Unlocked - Good,"The phone overall is working good, have to wait and see how keeps working ... the screen is clean and nice, just front and back cameras with scratches and 4 sides/edges but doesn't affect photos and functions so far which is the good thing... the cosmetic of GOOD condition of course... I had to buy this one because I got another phone weeks from another SELLER that came with bad GPS, kept saying (GPS signal lost) ... so I hope this seller doest a better job with their items and phones,Purchased a good condition s22. Screen and back were near perfect...only a tiny, tiny scratch on screen that was visible only at the right angle and lighting. Sides have heavy scuffing but not unexpected according to description. Works like new. Nice upgrade from LG G8X thinQ.,El equipo esta bien fisicamente no tiene daños visibles en pantalla o carcasa, software funciona bien, el inconveniente con este celular es que se calienta demasiado cuando se usa, espero no se dañe poor el uso, de resto esta bien, el vendedor es reapido y empaque con contenido completo. Muy buen vendedor.,I thought when I bought a good S22 it was not going to be that good, but only the back had a few spots. The glass didn't even have any visible cracks I could see. I would highly recommend it to anyone that wanted to buy a used phone. I would have put this as A grade.,All of the important parts of the phone (cameras, screen, battery) are in perfect conditions. The phone has a few scratches on the side, but barely noticeable, especially when you put a case on it.,Decent phone, some scratches on screen, and the battery doesn't charge past %75 but generally cheap and works,Phone looks basically new unless you use a magnifying glass. All items included, phone booted right up like a new phone, all functions working. Shipped promptly with notification. If I ever need another phone I will check with this seller first.,Good as per description,lil scratches. Working perfectly no complaints,Item was shipped quickly and in very good condition, and functions as described,Bought the phone charged it up used it and checked it out. All the features works very great. A very good reliable phone definitely glad I bought it"
